test_type,year,week_code,week_date,region,detections,tests,outlier
Antigen,1415,1445,2014-11-08,1,1,32,0
Antigen,1415,1446,2014-11-15,1,3,24,0
Antigen,1415,1447,2014-11-22,1,1,26,0
Antigen,1415,1448,2014-11-29,1,1,42,0
Antigen,1415,1449,2014-12-06,1,1,41,0
Antigen,1415,1450,2014-12-13,1,7,55,0
Antigen,1415,1451,2014-12-20,1,8,60,0
Antigen,1415,1452,2014-12-27,1,6,58,0
Antigen,1415,1453,2015-01-03,1,7,79,0
Antigen,1415,1501,2015-01-10,1,6,55,0
Antigen,1415,1502,2015-01-17,1,9,47,0
Antigen,1415,1503,2015-01-24,1,12,60,0
Antigen,1415,1504,2015-01-31,1,12,70,0
Antigen,1415,1505,2015-02-07,1,15,68,0
Antigen,1415,1506,2015-02-14,1,23,71,0
Antigen,1415,1507,2015-02-21,1,28,97,0
Antigen,1415,1508,2015-02-28,1,27,72,0
Antigen,1415,1509,2015-03-07,1,28,64,0
Antigen,1415,1510,2015-03-14,1,42,97,1
Antigen,1415,1511,2015-03-21,1,28,71,0
Antigen,1415,1512,2015-03-28,1,21,62,0
Antigen,1415,1513,2015-04-04,1,7,43,0
Antigen,1415,1514,2015-04-11,1,5,37,0
Antigen,1415,1515,2015-04-18,1,8,39,0
Antigen,1415,1516,2015-04-25,1,2,25,0
Antigen,1415,1517,2015-05-02,1,2,29,0
Antigen,1415,1518,2015-05-09,1,1,19,0
Antigen,1415,1519,2015-05-16,1,1,11,0
Antigen,1415,1520,2015-05-23,1,0,8,0
Antigen,1415,1521,2015-05-30,1,0,11,0
Antigen,1415,1522,2015-06-06,1,0,4,0
Antigen,1415,1523,2015-06-13,1,0,3,0
Antigen,1415,1524,2015-06-20,1,0,0,0
Antigen,1415,1525,2015-06-27,1,0,0,0
Antigen,1415,1427,2014-07-05,1,6,103,0
Antigen,1415,1428,2014-07-12,1,7,120,0
Antigen,1415,1429,2014-07-19,1,5,119,0
Antigen,1415,1430,2014-07-26,1,16,101,0
Antigen,1415,1431,2014-08-02,1,10,124,0
Antigen,1415,1432,2014-08-09,1,5,80,0
Antigen,1415,1433,2014-08-16,1,1,116,0
Antigen,1415,1434,2014-08-23,1,14,95,0
Antigen,1415,1435,2014-08-30,1,8,133,0
Antigen,1415,1436,2014-09-06,1,11,139,0
Antigen,1415,1437,2014-09-13,1,7,161,0
Antigen,1415,1438,2014-09-20,1,9,145,0
Antigen,1415,1439,2014-09-27,1,14,180,0
Antigen,1415,1440,2014-10-04,1,12,147,0
Antigen,1415,1441,2014-10-11,1,14,123,0
Antigen,1415,1442,2014-10-18,1,21,216,0
Antigen,1415,1443,2014-10-25,1,19,173,0
Antigen,1415,1444,2014-11-01,1,34,170,0
Antigen,1415,1445,2014-11-08,1,36,214,0
Antigen,1415,1446,2014-11-15,1,29,203,0
Antigen,1415,1447,2014-11-22,1,27,216,0
Antigen,1415,1448,2014-11-29,1,23,217,0
Antigen,1415,1449,2014-12-06,1,18,222,0
Antigen,1415,1450,2014-12-13,1,37,279,0
Antigen,1415,1451,2014-12-20,1,64,369,0
Antigen,1415,1452,2014-12-27,1,81,446,0
Antigen,1415,1453,2015-01-03,1,99,433,0
Antigen,1415,1501,2015-01-10,1,103,476,0
Antigen,1415,1502,2015-01-17,1,127,587,0
Antigen,1415,1503,2015-01-24,1,140,587,0
Antigen,1415,1504,2015-01-31,1,166,613,0
Antigen,1415,1505,2015-02-07,1,155,652,0
Antigen,1415,1506,2015-02-14,1,144,601,0
Antigen,1415,1507,2015-02-21,1,123,609,0
Antigen,1415,1508,2015-02-28,1,92,508,0
Antigen,1415,1509,2015-03-07,1,74,408,0
Antigen,1415,1510,2015-03-14,1,56,493,0
Antigen,1415,1511,2015-03-21,1,38,376,0
Antigen,1415,1512,2015-03-28,1,31,295,0
Antigen,1415,1513,2015-04-04,1,23,251,0
Antigen,1415,1514,2015-04-11,1,22,236,0
Antigen,1415,1515,2015-04-18,1,10,187,0
Antigen,1415,1516,2015-04-25,1,7,173,0
Antigen,1415,1517,2015-05-02,1,7,144,0
Antigen,1415,1518,2015-05-09,1,8,146,0
Antigen,1415,1519,2015-05-16,1,3,147,0
Antigen,1415,1520,2015-05-23,1,5,147,0
Antigen,1415,1521,2015-05-30,1,1,124,0
Antigen,1415,1522,2015-06-06,1,0,103,0
Antigen,1415,1523,2015-06-13,1,0,134,0
Antigen,1415,1524,2015-06-20,1,4,112,0
Antigen,1415,1525,2015-06-27,1,2,99,0
Antigen,1516,1526,2015-07-04,1,1,186,0
Antigen,1516,1527,2015-07-11,1,0,173,0
Antigen,1516,1528,2015-07-18,1,1,169,0
Antigen,1516,1529,2015-07-25,1,0,158,0
Antigen,1516,1530,2015-08-01,1,0,148,0
Antigen,1516,1531,2015-08-08,1,0,140,0
Antigen,1516,1532,2015-08-15,1,1,127,0
Antigen,1516,1533,2015-08-22,1,1,119,0
Antigen,1516,1534,2015-08-29,1,0,118,0
Antigen,1516,1535,2015-09-05,1,2,135,0
Antigen,1516,1536,2015-09-12,1,1,141,0
Antigen,1516,1537,2015-09-19,1,2,180,0
Antigen,1516,1538,2015-09-26,1,4,202,0
Antigen,1516,1539,2015-10-03,1,0,225,0
Antigen,1516,1540,2015-10-10,1,0,307,0
Antigen,1516,1541,2015-10-17,1,1,302,0
Antigen,1516,1542,2015-10-24,1,1,308,0
Antigen,1516,1543,2015-10-31,1,5,304,0
Antigen,1516,1544,2015-11-07,1,3,326,0
Antigen,1516,1545,2015-11-14,1,3,324,0
Antigen,1516,1546,2015-11-21,1,5,310,0
Antigen,1516,1547,2015-11-28,1,4,314,0
Antigen,1516,1548,2015-12-05,1,15,338,0
Antigen,1516,1549,2015-12-12,1,19,355,0
Antigen,1516,1550,2015-12-19,1,32,359,0
Antigen,1516,1551,2015-12-26,1,34,375,0
Antigen,1516,1552,2016-01-02,1,65,430,0
Antigen,1516,1601,2016-01-09,1,55,453,0
Antigen,1516,1602,2016-01-16,1,53,441,0
Antigen,1516,1603,2016-01-23,1,98,480,0
Antigen,1516,1604,2016-01-30,1,96,520,0
Antigen,1516,1605,2016-02-06,1,87,504,0
Antigen,1516,1606,2016-02-13,1,70,535,0
Antigen,1516,1607,2016-02-20,1,54,516,0
Antigen,1516,1608,2016-02-27,1,49,580,0
Antigen,1516,1609,2016-03-05,1,50,581,0
Antigen,1516,1610,2016-03-12,1,47,682,0
Antigen,1516,1611,2016-03-19,1,29,665,0
Antigen,1516,1612,2016-03-26,1,31,658,0
Antigen,1516,1613,2016-04-02,1,20,610,0
Antigen,1516,1614,2016-04-09,1,10,532,0
Antigen,1516,1615,2016-04-16,1,3,490,0
Antigen,1516,1616,2016-04-23,1,11,430,0
Antigen,1516,1617,2016-04-30,1,7,347,0
Antigen,1516,1618,2016-05-07,1,8,304,0
Antigen,1516,1619,2016-05-14,1,6,316,0
Antigen,1516,1620,2016-05-21,1,1,312,0
Antigen,1516,1621,2016-05-28,1,2,255,0
Antigen,1516,1622,2016-06-04,1,0,221,0
Antigen,1516,1623,2016-06-11,1,1,203,0
Antigen,1516,1624,2016-06-18,1,1,225,0
Antigen,1516,1625,2016-06-25,1,0,201,0
Antigen,1516,1626,2016-07-02,1,0,202,0
Antigen,1516,1526,2015-07-04,1,1,33,0
Antigen,1516,1527,2015-07-11,1,1,32,0
Antigen,1516,1528,2015-07-18,1,2,26,0
Antigen,1516,1529,2015-07-25,1,1,45,0
Antigen,1516,1530,2015-08-01,1,0,34,0
Antigen,1516,1531,2015-08-08,1,0,28,0
Antigen,1516,1532,2015-08-15,1,0,33,0
Antigen,1516,1533,2015-08-22,1,0,41,0
Antigen,1516,1534,2015-08-29,1,1,42,0
Antigen,1516,1535,2015-09-05,1,2,73,0
Antigen,1516,1536,2015-09-12,1,0,40,0
Antigen,1516,1537,2015-09-19,1,0,97,0
Antigen,1516,1538,2015-09-26,1,4,121,0
Antigen,1516,1539,2015-10-03,1,6,148,0
Antigen,1516,1540,2015-10-10,1,5,150,0
Antigen,1516,1541,2015-10-17,1,4,185,0
Antigen,1516,1542,2015-10-24,1,3,193,0
Antigen,1516,1543,2015-10-31,1,11,180,0
Antigen,1516,1544,2015-11-07,1,7,198,0
Antigen,1516,1545,2015-11-14,1,5,228,0
Antigen,1516,1546,2015-11-21,1,20,249,0
Antigen,1516,1547,2015-11-28,1,39,230,0
Antigen,1516,1548,2015-12-05,1,52,316,0
Antigen,1516,1549,2015-12-12,1,72,359,0
Antigen,1516,1550,2015-12-19,1,73,367,0
Antigen,1516,1551,2015-12-26,1,92,367,0
Antigen,1516,1552,2016-01-02,1,131,488,1
Antigen,1516,1601,2016-01-09,1,106,479,0
Antigen,1516,1602,2016-01-16,1,90,401,0
Antigen,1516,1603,2016-01-23,1,78,361,0
Antigen,1516,1604,2016-01-30,1,61,325,0
Antigen,1516,1605,2016-02-06,1,29,251,0
Antigen,1516,1606,2016-02-13,1,32,266,0
Antigen,1516,1607,2016-02-20,1,30,300,0
Antigen,1516,1608,2016-02-27,1,30,332,0
Antigen,1516,1609,2016-03-05,1,35,343,0
Antigen,1516,1610,2016-03-12,1,32,357,0
Antigen,1516,1611,2016-03-19,1,38,387,0
Antigen,1516,1612,2016-03-26,1,20,325,0
Antigen,1516,1613,2016-04-02,1,22,250,0
Antigen,1516,1614,2016-04-09,1,7,231,0
Antigen,1516,1615,2016-04-16,1,5,190,0
Antigen,1516,1616,2016-04-23,1,5,207,0
Antigen,1516,1617,2016-04-30,1,4,176,0
Antigen,1516,1618,2016-05-07,1,3,144,0
Antigen,1516,1619,2016-05-14,1,2,126,0
Antigen,1516,1620,2016-05-21,1,4,111,0
Antigen,1516,1621,2016-05-28,1,1,69,0
Antigen,1516,1622,2016-06-04,1,4,54,0
Antigen,1516,1623,2016-06-11,1,2,51,0
Antigen,1516,1624,2016-06-18,1,1,62,0
Antigen,1516,1625,2016-06-25,1,3,45,0
Antigen,1516,1626,2016-07-02,1,2,33,0
Antigen,1516,1526,2015-07-04,1,2,52,0
Antigen,1516,1527,2015-07-11,1,0,54,0
Antigen,1516,1528,2015-07-18,1,1,54,0
Antigen,1516,1529,2015-07-25,1,0,36,0
Antigen,1516,1530,2015-08-01,1,0,32,0
Antigen,1516,1531,2015-08-08,1,0,41,0
Antigen,1516,1532,2015-08-15,1,0,43,0
Antigen,1516,1533,2015-08-22,1,0,57,0
Antigen,1516,1534,2015-08-29,1,1,60,0
Antigen,1516,1535,2015-09-05,1,1,67,0
Antigen,1516,1536,2015-09-12,1,0,88,0
Antigen,1516,1537,2015-09-19,1,0,89,0
Antigen,1516,1538,2015-09-26,1,0,104,0
Antigen,1516,1539,2015-10-03,1,2,139,0
Antigen,1516,1540,2015-10-10,1,2,154,0
Antigen,1516,1541,2015-10-17,1,2,155,0
Antigen,1516,1542,2015-10-24,1,3,170,0
Antigen,1516,1543,2015-10-31,1,3,183,0
Antigen,1516,1544,2015-11-07,1,8,244,0
Antigen,1516,1545,2015-11-14,1,5,214,0
Antigen,1516,1546,2015-11-21,1,12,252,0
Antigen,1516,1547,2015-11-28,1,21,242,0
Antigen,1516,1548,2015-12-05,1,30,262,0
Antigen,1516,1549,2015-12-12,1,47,323,0
Antigen,1516,1550,2015-12-19,1,60,318,0
Antigen,1516,1551,2015-12-26,1,109,402,0
Antigen,1516,1552,2016-01-02,1,128,441,0
Antigen,1516,1601,2016-01-09,1,94,440,0
Antigen,1516,1602,2016-01-16,1,103,418,0
Antigen,1516,1603,2016-01-23,1,136,479,0
Antigen,1516,1604,2016-01-30,1,151,561,0
Antigen,1516,1605,2016-02-06,1,207,640,0
Antigen,1516,1606,2016-02-13,1,182,683,0
Antigen,1516,1607,2016-02-20,1,205,752,0
Antigen,1516,1608,2016-02-27,1,182,682,0
Antigen,1516,1609,2016-03-05,1,170,749,0
Antigen,1516,1610,2016-03-12,1,124,707,0
Antigen,1516,1611,2016-03-19,1,111,640,0
Antigen,1516,1612,2016-03-26,1,77,544,0
Antigen,1516,1613,2016-04-02,1,62,426,0
Antigen,1516,1614,2016-04-09,1,30,285,0
Antigen,1516,1615,2016-04-16,1,27,298,0
Antigen,1516,1616,2016-04-23,1,32,259,0
Antigen,1516,1617,2016-04-30,1,13,235,0
Antigen,1516,1618,2016-05-07,1,14,204,0
Antigen,1516,1619,2016-05-14,1,9,210,0
Antigen,1516,1620,2016-05-21,1,11,154,0
Antigen,1516,1621,2016-05-28,1,5,129,0
Antigen,1516,1622,2016-06-04,1,6,125,0
Antigen,1516,1623,2016-06-11,1,4,96,0
Antigen,1516,1624,2016-06-18,1,3,76,0
Antigen,1516,1625,2016-06-25,1,2,78,0
Antigen,1516,1626,2016-07-02,1,0,51,0
Antigen,1516,1526,2015-07-04,1,2,9,0
Antigen,1516,1527,2015-07-11,1,1,12,0
Antigen,1516,1528,2015-07-18,1,0,8,0
Antigen,1516,1529,2015-07-25,1,1,8,0
Antigen,1516,1530,2015-08-01,1,0,5,0
Antigen,1516,1531,2015-08-08,1,1,6,0
Antigen,1516,1532,2015-08-15,1,0,5,0
Antigen,1516,1533,2015-08-22,1,0,6,0
Antigen,1516,1534,2015-08-29,1,2,15,0
Antigen,1516,1535,2015-09-05,1,0,13,0
Antigen,1516,1536,2015-09-12,1,0,21,0
Antigen,1516,1537,2015-09-19,1,0,20,0
Antigen,1516,1538,2015-09-26,1,0,16,0
Antigen,1516,1539,2015-10-03,1,3,35,0
Antigen,1516,1540,2015-10-10,1,3,52,0
Antigen,1516,1541,2015-10-17,1,4,40,0
Antigen,1516,1542,2015-10-24,1,2,52,0
Antigen,1516,1543,2015-10-31,1,4,67,0
Antigen,1516,1544,2015-11-07,1,5,69,0
Antigen,1516,1545,2015-11-14,1,4,76,0
Antigen,1516,1546,2015-11-21,1,2,68,0
Antigen,1516,1547,2015-11-28,1,2,62,0
Antigen,1516,1548,2015-12-05,1,6,47,0
Antigen,1516,1549,2015-12-12,1,6,49,0
Antigen,1516,1550,2015-12-19,1,15,72,0
Antigen,1516,1551,2015-12-26,1,17,95,0
Antigen,1516,1552,2016-01-02,1,17,68,0
Antigen,1516,1601,2016-01-09,1,25,81,0
Antigen,1516,1602,2016-01-16,1,9,93,0
Antigen,1516,1603,2016-01-23,1,18,100,0
Antigen,1516,1604,2016-01-30,1,19,93,0
Antigen,1516,1605,2016-02-06,1,25,92,0
Antigen,1516,1606,2016-02-13,1,38,121,0
Antigen,1516,1607,2016-02-20,1,50,152,0
Antigen,1516,1608,2016-02-27,1,55,156,0
Antigen,1516,1609,2016-03-05,1,41,178,0
Antigen,1516,1610,2016-03-12,1,52,194,0
Antigen,1516,1611,2016-03-19,1,38,244,1
Antigen,1516,1612,2016-03-26,1,35,158,0
Antigen,1516,1613,2016-04-02,1,20,120,0
Antigen,1516,1614,2016-04-09,1,16,92,0
Antigen,1516,1615,2016-04-16,1,8,74,0
Antigen,1516,1616,2016-04-23,1,16,95,0
Antigen,1516,1617,2016-04-30,1,7,62,0
Antigen,1516,1618,2016-05-07,1,4,54,0
Antigen,1516,1619,2016-05-14,1,3,44,0
Antigen,1516,1620,2016-05-21,1,0,40,0
Antigen,1516,1621,2016-05-28,1,2,40,0
Antigen,1516,1622,2016-06-04,1,1,32,0
Antigen,1516,1623,2016-06-11,1,0,16,0
Antigen,1516,1624,2016-06-18,1,0,26,0
Antigen,1516,1625,2016-06-25,1,0,19,0
Antigen,1516,1626,2016-07-02,1,0,18,0
Antigen,1516,1526,2015-07-04,1,5,65,0
Antigen,1516,1527,2015-07-11,1,5,66,0
Antigen,1516,1528,2015-07-18,1,1,71,0
Antigen,1516,1529,2015-07-25,1,2,108,0
Antigen,1516,1530,2015-08-01,1,6,72,0
Antigen,1516,1531,2015-08-08,1,5,83,0
Antigen,1516,1532,2015-08-15,1,15,91,0
Antigen,1516,1533,2015-08-22,1,14,126,0
Antigen,1516,1534,2015-08-29,1,13,114,0
Antigen,1516,1535,2015-09-05,1,21,123,0
Antigen,1516,1536,2015-09-12,1,44,144,0
Antigen,1516,1537,2015-09-19,1,37,200,0
Antigen,1516,1538,2015-09-26,1,80,265,0
Antigen,1516,1539,2015-10-03,1,79,263,0
Antigen,1516,1540,2015-10-10,1,101,275,1
Antigen,1516,1541,2015-10-17,1,55,222,0
Antigen,1516,1542,2015-10-24,1,52,214,0
Antigen,1516,1543,2015-10-31,1,43,268,0
Antigen,1516,1544,2015-11-07,1,26,239,0
Antigen,1516,1545,2015-11-14,1,23,220,0
Antigen,1516,1546,2015-11-21,1,12,223,0
Antigen,1516,1547,2015-11-28,1,16,210,0
Antigen,1516,1548,2015-12-05,1,17,215,0
Antigen,1516,1549,2015-12-12,1,16,247,0
Antigen,1516,1550,2015-12-19,1,19,247,0
Antigen,1516,1551,2015-12-26,1,35,267,0
Antigen,1516,1552,2016-01-02,1,28,264,0
Antigen,1516,1601,2016-01-09,1,33,278,0
Antigen,1516,1602,2016-01-16,1,37,300,0
Antigen,1516,1603,2016-01-23,1,40,333,0
Antigen,1516,1604,2016-01-30,1,32,350,0
Antigen,1516,1605,2016-02-06,1,31,288,0
Antigen,1516,1606,2016-02-13,1,52,397,0
Antigen,1516,1607,2016-02-20,1,60,422,0
Antigen,1516,1608,2016-02-27,1,37,371,0
Antigen,1516,1609,2016-03-05,1,31,318,0
Antigen,1516,1610,2016-03-12,1,23,300,0
Antigen,1516,1611,2016-03-19,1,30,269,0
Antigen,1516,1612,2016-03-26,1,10,238,0
Antigen,1516,1613,2016-04-02,1,6,244,0
Antigen,1516,1614,2016-04-09,1,10,200,0
Antigen,1516,1615,2016-04-16,1,3,185,0
Antigen,1516,1616,2016-04-23,1,2,138,0
Antigen,1516,1617,2016-04-30,1,4,126,0
Antigen,1516,1618,2016-05-07,1,6,159,0
Antigen,1516,1619,2016-05-14,1,7,159,0
Antigen,1516,1620,2016-05-21,1,4,113,0
Antigen,1516,1621,2016-05-28,1,5,118,0
Antigen,1516,1622,2016-06-04,1,3,137,0
Antigen,1516,1623,2016-06-11,1,3,135,0
Antigen,1516,1624,2016-06-18,1,3,107,0
Antigen,1516,1625,2016-06-25,1,3,121,0
Antigen,1516,1626,2016-07-02,1,3,58,0
Antigen,1617,1627,2016-07-09,1,0,205,0
Antigen,1617,1628,2016-07-16,1,0,176,0
Antigen,1617,1629,2016-07-23,1,0,16,0
Antigen,1617,1630,2016-07-30,1,0,26,0
Antigen,1617,1631,2016-08-06,1,0,127,0
Antigen,1617,1632,2016-08-13,1,0,117,0
Antigen,1617,1633,2016-08-20,1,0,134,0
Antigen,1617,1634,2016-08-27,1,1,159,0
Antigen,1617,1635,2016-09-03,1,1,142,0
Antigen,1617,1636,2016-09-10,1,3,144,0
Antigen,1617,1637,2016-09-17,1,1,185,0
Antigen,1617,1638,2016-09-24,1,0,206,0
Antigen,1617,1639,2016-10-01,1,1,234,0
Antigen,1617,1640,2016-10-08,1,5,251,0
Antigen,1617,1641,2016-10-15,1,2,279,0
Antigen,1617,1642,2016-10-22,1,1,313,0
Antigen,1617,1643,2016-10-29,1,3,272,0
Antigen,1617,1644,2016-11-05,1,4,278,0
Antigen,1617,1645,2016-11-12,1,6,288,0
Antigen,1617,1646,2016-11-19,1,11,307,0
Antigen,1617,1647,2016-11-26,1,13,306,0
Antigen,1617,1648,2016-12-03,1,30,396,0
Antigen,1617,1649,2016-12-10,1,25,378,0
Antigen,1617,1650,2016-12-17,1,33,371,0
Antigen,1617,1651,2016-12-24,1,49,439,0
Antigen,1617,1652,2016-12-31,1,62,543,0
Antigen,1617,1701,2017-01-07,1,64,612,0
Antigen,1617,1702,2017-01-14,1,49,540,0
Antigen,1617,1703,2017-01-21,1,60,568,0
Antigen,1617,1704,2017-01-28,1,77,695,0
Antigen,1617,1705,2017-02-04,1,49,675,0
Antigen,1617,1706,2017-02-11,1,54,634,0
Antigen,1617,1707,2017-02-18,1,45,668,0
Antigen,1617,1708,2017-02-25,1,38,407,0
Antigen,1617,1709,2017-03-04,1,26,212,0
Antigen,1617,1710,2017-03-11,1,16,160,0
Antigen,1617,1711,2017-03-18,1,9,149,0
Antigen,1617,1712,2017-03-25,1,6,171,0
Antigen,1617,1713,2017-04-01,1,7,138,0
Antigen,1617,1714,2017-04-08,1,7,187,0
Antigen,1617,1715,2017-04-15,1,4,112,0
Antigen,1617,1716,2017-04-22,1,5,145,0
Antigen,1617,1717,2017-04-29,1,3,106,0
Antigen,1617,1718,2017-05-06,1,1,87,0
Antigen,1617,1719,2017-05-13,1,1,87,0
Antigen,1617,1720,2017-05-20,1,1,61,0
Antigen,1617,1721,2017-05-27,1,0,49,0
Antigen,1617,1722,2017-06-03,1,2,58,0
Antigen,1617,1723,2017-06-10,1,0,39,0
Antigen,1617,1724,2017-06-17,1,2,43,0
Antigen,1617,1725,2017-06-24,1,0,30,0
Antigen,1617,1726,2017-07-01,1,0,27,0
Antigen,1617,1627,2016-07-09,1,1,47,0
Antigen,1617,1628,2016-07-16,1,1,41,0
Antigen,1617,1629,2016-07-23,1,0,29,0
Antigen,1617,1630,2016-07-30,1,1,35,0
Antigen,1617,1631,2016-08-06,1,2,20,0
Antigen,1617,1632,2016-08-13,1,1,21,0
Antigen,1617,1633,2016-08-20,1,1,32,0
Antigen,1617,1634,2016-08-27,1,0,41,0
Antigen,1617,1635,2016-09-03,1,1,33,0
Antigen,1617,1636,2016-09-10,1,0,37,0
Antigen,1617,1637,2016-09-17,1,3,48,0
Antigen,1617,1638,2016-09-24,1,0,47,0
Antigen,1617,1639,2016-10-01,1,6,92,0
Antigen,1617,1640,2016-10-08,1,2,95,0
Antigen,1617,1641,2016-10-15,1,5,152,0
Antigen,1617,1642,2016-10-22,1,4,159,0
Antigen,1617,1643,2016-10-29,1,13,185,0
Antigen,1617,1644,2016-11-05,1,4,143,0
Antigen,1617,1645,2016-11-12,1,13,197,0
Antigen,1617,1646,2016-11-19,1,24,211,0
Antigen,1617,1647,2016-11-26,1,32,228,0
Antigen,1617,1648,2016-12-03,1,42,264,0
Antigen,1617,1649,2016-12-10,1,43,285,0
Antigen,1617,1650,2016-12-17,1,57,290,0
Antigen,1617,1651,2016-12-24,1,56,320,0
Antigen,1617,1652,2016-12-31,1,77,363,1
Antigen,1617,1701,2017-01-07,1,70,348,0
Antigen,1617,1702,2017-01-14,1,40,258,0
Antigen,1617,1703,2017-01-21,1,37,268,0
Antigen,1617,1704,2017-01-28,1,34,326,0
Antigen,1617,1705,2017-02-04,1,31,286,0
Antigen,1617,1706,2017-02-11,1,24,323,0
Antigen,1617,1707,2017-02-18,1,20,302,0
Antigen,1617,1708,2017-02-25,1,17,288,0
Antigen,1617,1709,2017-03-04,1,22,272,0
Antigen,1617,1710,2017-03-11,1,10,265,0
Antigen,1617,1711,2017-03-18,1,10,226,0
Antigen,1617,1712,2017-03-25,1,15,239,0
Antigen,1617,1713,2017-04-01,1,4,206,0
Antigen,1617,1714,2017-04-08,1,8,183,0
Antigen,1617,1715,2017-04-15,1,5,122,0
Antigen,1617,1716,2017-04-22,1,2,89,0
Antigen,1617,1717,2017-04-29,1,3,101,0
Antigen,1617,1718,2017-05-06,1,0,122,0
Antigen,1617,1719,2017-05-13,1,1,101,0
Antigen,1617,1720,2017-05-20,1,1,73,0
Antigen,1617,1721,2017-05-27,1,1,52,0
Antigen,1617,1722,2017-06-03,1,1,53,0
Antigen,1617,1723,2017-06-10,1,0,38,0
Antigen,1617,1724,2017-06-17,1,0,25,0
Antigen,1617,1725,2017-06-24,1,0,25,0
Antigen,1617,1726,2017-07-01,1,0,16,0
Antigen,1617,1627,2016-07-09,1,1,72,0
Antigen,1617,1628,2016-07-16,1,0,59,0
Antigen,1617,1629,2016-07-23,1,1,63,0
Antigen,1617,1630,2016-07-30,1,0,53,0
Antigen,1617,1631,2016-08-06,1,2,61,0
Antigen,1617,1632,2016-08-13,1,1,49,0
Antigen,1617,1633,2016-08-20,1,3,44,0
Antigen,1617,1634,2016-08-27,1,1,60,0
Antigen,1617,1635,2016-09-03,1,1,78,0
Antigen,1617,1636,2016-09-10,1,3,96,0
Antigen,1617,1637,2016-09-17,1,4,112,0
Antigen,1617,1638,2016-09-24,1,5,167,0
Antigen,1617,1639,2016-10-01,1,9,112,0
Antigen,1617,1640,2016-10-08,1,6,141,0
Antigen,1617,1641,2016-10-15,1,2,170,0
Antigen,1617,1642,2016-10-22,1,9,176,0
Antigen,1617,1643,2016-10-29,1,8,198,0
Antigen,1617,1644,2016-11-05,1,14,210,0
Antigen,1617,1645,2016-11-12,1,31,250,0
Antigen,1617,1646,2016-11-19,1,36,324,0
Antigen,1617,1647,2016-11-26,1,33,296,0
Antigen,1617,1648,2016-12-03,1,68,378,0
Antigen,1617,1649,2016-12-10,1,91,364,0
Antigen,1617,1650,2016-12-17,1,108,404,0
Antigen,1617,1651,2016-12-24,1,115,406,0
Antigen,1617,1652,2016-12-31,1,194,533,0
Antigen,1617,1701,2017-01-07,1,192,572,0
Antigen,1617,1702,2017-01-14,1,177,540,0
Antigen,1617,1703,2017-01-21,1,190,549,0
Antigen,1617,1704,2017-01-28,1,225,724,0
Antigen,1617,1705,2017-02-04,1,182,641,0
Antigen,1617,1706,2017-02-11,1,200,688,0
Antigen,1617,1707,2017-02-18,1,186,783,0
Antigen,1617,1708,2017-02-25,1,120,722,0
Antigen,1617,1709,2017-03-04,1,92,550,0
Antigen,1617,1710,2017-03-11,1,73,517,0
Antigen,1617,1711,2017-03-18,1,54,429,0
Antigen,1617,1712,2017-03-25,1,50,399,0
Antigen,1617,1713,2017-04-01,1,38,426,0
Antigen,1617,1714,2017-04-08,1,22,313,0
Antigen,1617,1715,2017-04-15,1,18,291,0
Antigen,1617,1716,2017-04-22,1,15,232,0
Antigen,1617,1717,2017-04-29,1,9,173,0
Antigen,1617,1718,2017-05-06,1,8,158,0
Antigen,1617,1719,2017-05-13,1,7,183,0
Antigen,1617,1720,2017-05-20,1,6,136,0
Antigen,1617,1721,2017-05-27,1,6,118,0
Antigen,1617,1722,2017-06-03,1,2,106,0
Antigen,1617,1723,2017-06-10,1,4,91,0
Antigen,1617,1724,2017-06-17,1,1,86,0
Antigen,1617,1725,2017-06-24,1,1,68,0
Antigen,1617,1726,2017-07-01,1,0,47,0
Antigen,1617,1627,2016-07-09,1,1,21,0
Antigen,1617,1628,2016-07-16,1,1,18,0
Antigen,1617,1629,2016-07-23,1,1,19,0
Antigen,1617,1630,2016-07-30,1,1,21,0
Antigen,1617,1631,2016-08-06,1,0,24,0
Antigen,1617,1632,2016-08-13,1,2,27,0
Antigen,1617,1633,2016-08-20,1,0,24,0
Antigen,1617,1634,2016-08-27,1,2,26,0
Antigen,1617,1635,2016-09-03,1,1,21,0
Antigen,1617,1636,2016-09-10,1,0,17,0
Antigen,1617,1637,2016-09-17,1,1,34,0
Antigen,1617,1638,2016-09-24,1,1,50,0
Antigen,1617,1639,2016-10-01,1,2,34,0
Antigen,1617,1640,2016-10-08,1,3,53,0
Antigen,1617,1641,2016-10-15,1,1,64,0
Antigen,1617,1642,2016-10-22,1,3,60,0
Antigen,1617,1643,2016-10-29,1,5,78,0
Antigen,1617,1644,2016-11-05,1,4,73,0
Antigen,1617,1645,2016-11-12,1,9,92,0
Antigen,1617,1646,2016-11-19,1,10,74,0
Antigen,1617,1647,2016-11-26,1,14,109,0
Antigen,1617,1648,2016-12-03,1,9,85,0
Antigen,1617,1649,2016-12-10,1,16,102,0
Antigen,1617,1650,2016-12-17,1,18,109,0
Antigen,1617,1651,2016-12-24,1,25,122,0
Antigen,1617,1652,2016-12-31,1,47,168,0
Antigen,1617,1701,2017-01-07,1,50,166,0
Antigen,1617,1702,2017-01-14,1,41,166,0
Antigen,1617,1703,2017-01-21,1,62,177,0
Antigen,1617,1704,2017-01-28,1,60,235,0
