test_type,year,week_code,week_date,region,detections,tests,outlier
Antigen,1415,1517,2015-05-02,0,35,637,0
Antigen,1415,1518,2015-05-09,0,25,566,0
Antigen,1415,1519,2015-05-16,0,29,560,0
Antigen,1415,1520,2015-05-23,0,17,490,0
Antigen,1415,1521,2015-05-30,0,13,445,0
Antigen,1415,1522,2015-06-06,0,18,457,0
Antigen,1415,1523,2015-06-13,0,19,345,0
Antigen,1415,1524,2015-06-20,0,14,337,0
Antigen,1415,1525,2015-06-27,0,14,303,0
Antigen,1415,1427,2014-07-05,0,13,68,0
Antigen,1415,1428,2014-07-12,0,7,79,0
Antigen,1415,1429,2014-07-19,0,7,75,0
Antigen,1415,1430,2014-07-26,0,4,66,0
Antigen,1415,1431,2014-08-02,0,4,55,0
Antigen,1415,1432,2014-08-09,0,2,34,0
Antigen,1415,1433,2014-08-16,0,1,51,0
Antigen,1415,1434,2014-08-23,0,1,56,0
Antigen,1415,1435,2014-08-30,0,5,88,0
Antigen,1415,1436,2014-09-06,0,5,102,0
Antigen,1415,1437,2014-09-13,0,4,186,0
Antigen,1415,1438,2014-09-20,0,10,220,0
Antigen,1415,1439,2014-09-27,0,5,161,0
Antigen,1415,1440,2014-10-04,0,9,199,0
Antigen,1415,1441,2014-10-11,0,8,226,0
Antigen,1415,1442,2014-10-18,0,27,241,0
Antigen,1415,1443,2014-10-25,0,33,309,0
Antigen,1415,1444,2014-11-01,0,54,308,0
Antigen,1415,1445,2014-11-08,0,88,406,0
Antigen,1415,1446,2014-11-15,0,116,557,0
Antigen,1415,1447,2014-11-22,0,143,771,0
Antigen,1415,1448,2014-11-29,0,186,933,0
Antigen,1415,1449,2014-12-06,0,208,1033,0
Antigen,1415,1450,2014-12-13,0,241,913,0
Antigen,1415,1451,2014-12-20,0,271,941,0
Antigen,1415,1452,2014-12-27,0,405,1141,0
Antigen,1415,1453,2015-01-03,0,409,1333,0
Antigen,1415,1501,2015-01-10,0,293,1052,0
Antigen,1415,1502,2015-01-17,0,276,995,0
Antigen,1415,1503,2015-01-24,0,278,1041,0
Antigen,1415,1504,2015-01-31,0,272,1003,0
Antigen,1415,1505,2015-02-07,0,234,998,0
Antigen,1415,1506,2015-02-14,0,222,849,0
Antigen,1415,1507,2015-02-21,0,188,808,0
Antigen,1415,1508,2015-02-28,0,122,682,0
Antigen,1415,1509,2015-03-07,0,106,669,0
Antigen,1415,1510,2015-03-14,0,98,659,0
Antigen,1415,1511,2015-03-21,0,74,533,0
Antigen,1415,1512,2015-03-28,0,56,487,0
Antigen,1415,1513,2015-04-04,0,53,497,0
Antigen,1415,1514,2015-04-11,0,25,380,0
Antigen,1415,1515,2015-04-18,0,23,309,0
Antigen,1415,1516,2015-04-25,0,17,231,0
Antigen,1415,1517,2015-05-02,0,16,174,0
Antigen,1415,1518,2015-05-09,0,14,190,0
Antigen,1415,1519,2015-05-16,0,10,154,0
Antigen,1415,1520,2015-05-23,0,6,123,0
Antigen,1415,1521,2015-05-30,0,3,73,0
Antigen,1415,1522,2015-06-06,0,6,81,0
Antigen,1415,1523,2015-06-13,0,5,64,0
Antigen,1415,1524,2015-06-20,0,1,62,0
Antigen,1415,1525,2015-06-27,0,9,62,0
Antigen,1415,1427,2014-07-05,0,0,26,0
Antigen,1415,1428,2014-07-12,0,0,31,0
Antigen,1415,1429,2014-07-19,0,0,27,0
Antigen,1415,1430,2014-07-26,0,0,19,0
Antigen,1415,1431,2014-08-02,0,0,17,0
Antigen,1415,1432,2014-08-09,0,0,22,0
Antigen,1415,1433,2014-08-16,0,0,28,0
Antigen,1415,1434,2014-08-23,0,1,39,0
Antigen,1415,1435,2014-08-30,0,1,37,0
Antigen,1415,1436,2014-09-06,0,2,61,0
Antigen,1415,1437,2014-09-13,0,0,68,0
Antigen,1415,1438,2014-09-20,0,0,63,0
Antigen,1415,1439,2014-09-27,0,0,57,0
Antigen,1415,1440,2014-10-04,0,2,44,0
Antigen,1415,1441,2014-10-11,0,2,50,0
Antigen,1415,1442,2014-10-18,0,0,52,0
Antigen,1415,1443,2014-10-25,0,2,53,0
Antigen,1415,1444,2014-11-01,0,0,49,0
Antigen,1415,1445,2014-11-08,0,1,55,0
Antigen,1415,1446,2014-11-15,0,0,49,0
Antigen,1415,1447,2014-11-22,0,2,50,0
Antigen,1415,1448,2014-11-29,0,0,70,0
Antigen,1415,1449,2014-12-06,0,7,96,0
Antigen,1415,1450,2014-12-13,0,9,115,0
Antigen,1415,1451,2014-12-20,0,14,123,0
Antigen,1415,1452,2014-12-27,0,17,155,0
Antigen,1415,1453,2015-01-03,0,16,178,0
Antigen,1415,1501,2015-01-10,0,24,162,0
Antigen,1415,1502,2015-01-17,0,35,206,0
Antigen,1415,1503,2015-01-24,0,34,200,0
Antigen,1415,1504,2015-01-31,0,47,209,0
Antigen,1415,1505,2015-02-07,0,52,244,0
Antigen,1415,1506,2015-02-14,0,46,204,0
Antigen,1415,1507,2015-02-21,0,69,258,1
Antigen,1415,1508,2015-02-28,0,59,214,0
Antigen,1415,1509,2015-03-07,0,46,182,0
Antigen,1415,1510,2015-03-14,0,38,171,0
Antigen,1415,1511,2015-03-21,0,43,194,0
Antigen,1415,1512,2015-03-28,0,33,192,0
Antigen,1415,1513,2015-04-04,0,13,105,0
Antigen,1415,1514,2015-04-11,0,9,104,0
Antigen,1415,1515,2015-04-18,0,9,95,0
Antigen,1415,1516,2015-04-25,0,3,82,0
Antigen,1415,1517,2015-05-02,0,8,80,0
Antigen,1415,1518,2015-05-09,0,3,74,0
Antigen,1415,1519,2015-05-16,0,1,77,0
Antigen,1415,1520,2015-05-23,0,2,54,0
Antigen,1415,1521,2015-05-30,0,1,40,0
Antigen,1415,1522,2015-06-06,0,0,28,0
Antigen,1415,1523,2015-06-13,0,0,32,0
Antigen,1415,1524,2015-06-20,0,0,32,0
Antigen,1415,1525,2015-06-27,0,0,32,0
Antigen,1516,1526,2015-07-04,0,0,61,0
Antigen,1516,1527,2015-07-11,0,0,69,0
Antigen,1516,1528,2015-07-18,0,0,53,0
Antigen,1516,1529,2015-07-25,0,0,55,0
Antigen,1516,1530,2015-08-01,0,0,49,0
Antigen,1516,1531,2015-08-08,0,1,41,0
Antigen,1516,1532,2015-08-15,0,0,52,0
Antigen,1516,1533,2015-08-22,0,0,49,0
Antigen,1516,1534,2015-08-29,0,0,37,0
Antigen,1516,1535,2015-09-05,0,0,56,0
Antigen,1516,1536,2015-09-12,0,1,53,0
Antigen,1516,1537,2015-09-19,0,0,77,0
Antigen,1516,1538,2015-09-26,0,0,109,0
Antigen,1516,1539,2015-10-03,0,0,69,0
Antigen,1516,1540,2015-10-10,0,1,80,0
Antigen,1516,1541,2015-10-17,0,0,88,0
Antigen,1516,1542,2015-10-24,0,2,72,0
Antigen,1516,1543,2015-10-31,0,0,88,0
Antigen,1516,1544,2015-11-07,0,1,85,0
Antigen,1516,1545,2015-11-14,0,0,102,0
Antigen,1516,1546,2015-11-21,0,1,77,0
Antigen,1516,1547,2015-11-28,0,4,84,0
Antigen,1516,1548,2015-12-05,0,3,113,0
Antigen,1516,1549,2015-12-12,0,9,97,0
Antigen,1516,1550,2015-12-19,0,7,92,0
Antigen,1516,1551,2015-12-26,0,13,89,0
Antigen,1516,1552,2016-01-02,0,15,120,0
Antigen,1516,1601,2016-01-09,0,27,177,0
Antigen,1516,1602,2016-01-16,0,18,134,0
Antigen,1516,1603,2016-01-23,0,16,144,0
Antigen,1516,1604,2016-01-30,0,22,117,0
Antigen,1516,1605,2016-02-06,0,23,132,0
Antigen,1516,1606,2016-02-13,0,15,149,0
Antigen,1516,1607,2016-02-20,0,34,158,1
Antigen,1516,1608,2016-02-27,0,15,137,0
Antigen,1516,1609,2016-03-05,0,20,123,0
Antigen,1516,1610,2016-03-12,0,28,171,0
Antigen,1516,1611,2016-03-19,0,15,153,0
Antigen,1516,1612,2016-03-26,0,15,124,0
Antigen,1516,1613,2016-04-02,0,12,137,0
Antigen,1516,1614,2016-04-09,0,11,132,0
Antigen,1516,1615,2016-04-16,0,9,95,0
Antigen,1516,1616,2016-04-23,0,2,101,0
Antigen,1516,1617,2016-04-30,0,2,73,0
Antigen,1516,1618,2016-05-07,0,0,69,0
Antigen,1516,1619,2016-05-14,0,1,75,0
Antigen,1516,1620,2016-05-21,0,0,82,0
Antigen,1516,1621,2016-05-28,0,1,62,0
Antigen,1516,1622,2016-06-04,0,0,64,0
Antigen,1516,1623,2016-06-11,0,1,65,0
Antigen,1516,1624,2016-06-18,0,1,63,0
Antigen,1516,1625,2016-06-25,0,0,48,0
Antigen,1516,1626,2016-07-02,0,0,47,0
Antigen,1516,1526,2015-07-04,0,3,27,0
Antigen,1516,1527,2015-07-11,0,0,20,0
Antigen,1516,1528,2015-07-18,0,1,10,0
Antigen,1516,1529,2015-07-25,0,2,20,0
Antigen,1516,1530,2015-08-01,0,1,24,0
Antigen,1516,1531,2015-08-08,0,2,23,0
Antigen,1516,1532,2015-08-15,0,2,30,0
Antigen,1516,1533,2015-08-22,0,2,18,0
Antigen,1516,1534,2015-08-29,0,4,25,0
Antigen,1516,1535,2015-09-05,0,1,24,0
Antigen,1516,1536,2015-09-12,0,2,26,0
Antigen,1516,1537,2015-09-19,0,0,51,0
Antigen,1516,1538,2015-09-26,0,2,51,0
Antigen,1516,1539,2015-10-03,0,2,62,0
Antigen,1516,1540,2015-10-10,0,0,58,0
Antigen,1516,1541,2015-10-17,0,1,60,0
Antigen,1516,1542,2015-10-24,0,2,59,0
Antigen,1516,1543,2015-10-31,0,4,61,0
Antigen,1516,1544,2015-11-07,0,5,64,0
Antigen,1516,1545,2015-11-14,0,7,66,0
Antigen,1516,1546,2015-11-21,0,14,99,0
Antigen,1516,1547,2015-11-28,0,13,97,0
Antigen,1516,1548,2015-12-05,0,28,125,0
Antigen,1516,1549,2015-12-12,0,31,130,0
Antigen,1516,1550,2015-12-19,0,61,190,0
Antigen,1516,1551,2015-12-26,0,52,139,0
Antigen,1516,1552,2016-01-02,0,70,198,0
Antigen,1516,1601,2016-01-09,0,70,224,0
Antigen,1516,1602,2016-01-16,0,71,200,0
Antigen,1516,1603,2016-01-23,0,50,202,0
Antigen,1516,1604,2016-01-30,0,75,203,0
Antigen,1516,1605,2016-02-06,0,46,188,0
Antigen,1516,1606,2016-02-13,0,44,185,0
Antigen,1516,1607,2016-02-20,0,31,171,0
Antigen,1516,1608,2016-02-27,0,34,166,0
Antigen,1516,1609,2016-03-05,0,17,219,0
Antigen,1516,1610,2016-03-12,0,18,198,0
Antigen,1516,1611,2016-03-19,0,7,184,0
Antigen,1516,1612,2016-03-26,0,3,147,0
Antigen,1516,1613,2016-04-02,0,4,109,0
Antigen,1516,1614,2016-04-09,0,2,85,0
Antigen,1516,1615,2016-04-16,0,0,92,0
Antigen,1516,1616,2016-04-23,0,1,70,0
Antigen,1516,1617,2016-04-30,0,2,58,0
Antigen,1516,1618,2016-05-07,0,0,55,0
Antigen,1516,1619,2016-05-14,0,1,37,0
Antigen,1516,1620,2016-05-21,0,0,61,0
Antigen,1516,1621,2016-05-28,0,1,57,0
Antigen,1516,1622,2016-06-04,0,1,40,0
Antigen,1516,1623,2016-06-11,0,2,55,0
Antigen,1516,1624,2016-06-18,0,0,33,0
Antigen,1516,1625,2016-06-25,0,0,20,0
Antigen,1516,1626,2016-07-02,0,0,21,0
Antigen,1516,1526,2015-07-04,0,16,277,0
Antigen,1516,1527,2015-07-11,0,17,301,0
Antigen,1516,1528,2015-07-18,0,17,207,0
Antigen,1516,1529,2015-07-25,0,17,294,0
Antigen,1516,1530,2015-08-01,0,19,309,0
Antigen,1516,1531,2015-08-08,0,20,312,0
Antigen,1516,1532,2015-08-15,0,40,334,0
Antigen,1516,1533,2015-08-22,0,29,368,0
Antigen,1516,1534,2015-08-29,0,46,419,0
Antigen,1516,1535,2015-09-05,0,43,516,0
Antigen,1516,1536,2015-09-12,0,53,612,0
Antigen,1516,1537,2015-09-19,0,91,596,0
Antigen,1516,1538,2015-09-26,0,25,660,0
Antigen,1516,1539,2015-10-03,0,58,686,0
Antigen,1516,1540,2015-10-10,0,123,716,0
Antigen,1516,1541,2015-10-17,0,163,796,0
Antigen,1516,1542,2015-10-24,0,174,926,0
Antigen,1516,1543,2015-10-31,0,167,849,0
Antigen,1516,1544,2015-11-07,0,187,896,0
Antigen,1516,1545,2015-11-14,0,187,940,0
Antigen,1516,1546,2015-11-21,0,187,888,0
Antigen,1516,1547,2015-11-28,0,246,1088,0
Antigen,1516,1548,2015-12-05,0,186,975,0
Antigen,1516,1549,2015-12-12,0,183,1052,0
Antigen,1516,1550,2015-12-19,0,250,1220,0
Antigen,1516,1551,2015-12-26,0,241,1191,0
Antigen,1516,1552,2016-01-02,0,272,1313,0
Antigen,1516,1601,2016-01-09,0,244,1090,0
Antigen,1516,1602,2016-01-16,0,158,1110,0
Antigen,1516,1603,2016-01-23,0,175,1091,0
Antigen,1516,1604,2016-01-30,0,130,1092,0
Antigen,1516,1605,2016-02-06,0,143,1121,0
Antigen,1516,1606,2016-02-13,0,127,1209,0
Antigen,1516,1607,2016-02-20,0,112,911,0
Antigen,1516,1608,2016-02-27,0,105,1298,0
Antigen,1516,1609,2016-03-05,0,96,1293,0
Antigen,1516,1610,2016-03-12,0,80,1298,0
Antigen,1516,1611,2016-03-19,0,71,1178,0
Antigen,1516,1612,2016-03-26,0,55,1089,0
Antigen,1516,1613,2016-04-02,0,40,979,0
Antigen,1516,1614,2016-04-09,0,51,1003,0
Antigen,1516,1615,2016-04-16,0,52,974,0
Antigen,1516,1616,2016-04-23,0,15,898,0
Antigen,1516,1617,2016-04-30,0,33,874,0
Antigen,1516,1618,2016-05-07,0,22,773,0
Antigen,1516,1619,2016-05-14,0,14,785,0
Antigen,1516,1620,2016-05-21,0,24,771,0
Antigen,1516,1621,2016-05-28,0,17,689,0
Antigen,1516,1622,2016-06-04,0,16,645,0
Antigen,1516,1623,2016-06-11,0,17,602,0
Antigen,1516,1624,2016-06-18,0,16,438,0
Antigen,1516,1625,2016-06-25,0,14,444,0
Antigen,1516,1626,2016-07-02,0,21,373,0
Antigen,1516,1526,2015-07-04,0,1,57,0
Antigen,1516,1527,2015-07-11,0,2,58,0
Antigen,1516,1528,2015-07-18,0,0,47,0
Antigen,1516,1529,2015-07-25,0,4,50,0
Antigen,1516,1530,2015-08-01,0,3,41,0
Antigen,1516,1531,2015-08-08,0,2,53,0
Antigen,1516,1532,2015-08-15,0,0,55,0
Antigen,1516,1533,2015-08-22,0,1,85,0
Antigen,1516,1534,2015-08-29,0,1,103,0
Antigen,1516,1535,2015-09-05,0,5,139,0
Antigen,1516,1536,2015-09-12,0,6,147,0
Antigen,1516,1537,2015-09-19,0,7,154,0
Antigen,1516,1538,2015-09-26,0,12,165,0
Antigen,1516,1539,2015-10-03,0,6,170,0
Antigen,1516,1540,2015-10-10,0,11,180,0
Antigen,1516,1541,2015-10-17,0,13,233,0
Antigen,1516,1542,2015-10-24,0,19,233,0
Antigen,1516,1543,2015-10-31,0,35,251,0
Antigen,1516,1544,2015-11-07,0,30,265,0
Antigen,1516,1545,2015-11-14,0,49,330,0
Antigen,1516,1546,2015-11-21,0,55,320,0
Antigen,1516,1547,2015-11-28,0,89,426,0
Antigen,1516,1548,2015-12-05,0,76,375,0
Antigen,1516,1549,2015-12-12,0,135,445,0
Antigen,1516,1550,2015-12-19,0,161,507,0
Antigen,1516,1551,2015-12-26,0,263,696,0
Antigen,1516,1552,2016-01-02,0,296,791,0
Antigen,1516,1601,2016-01-09,0,233,629,0
Antigen,1516,1602,2016-01-16,0,234,618,0
Antigen,1516,1603,2016-01-23,0,245,681,0
Antigen,1516,1604,2016-01-30,0,245,732,0
Antigen,1516,1605,2016-02-06,0,210,701,0
Antigen,1516,1606,2016-02-13,0,173,598,0
Antigen,1516,1607,2016-02-20,0,177,625,0
Antigen,1516,1608,2016-02-27,0,101,593,0
Antigen,1516,1609,2016-03-05,0,93,538,0
Antigen,1516,1610,2016-03-12,0,68,495,0
Antigen,1516,1611,2016-03-19,0,41,425,0
Antigen,1516,1612,2016-03-26,0,30,394,0
Antigen,1516,1613,2016-04-02,0,25,334,0
Antigen,1516,1614,2016-04-09,0,26,350,0
Antigen,1516,1615,2016-04-16,0,11,270,0
Antigen,1516,1616,2016-04-23,0,12,264,0
Antigen,1516,1617,2016-04-30,0,9,261,0
Antigen,1516,1618,2016-05-07,0,5,231,0
Antigen,1516,1619,2016-05-14,0,5,191,0
Antigen,1516,1620,2016-05-21,0,8,163,0
Antigen,1516,1621,2016-05-28,0,5,173,0
Antigen,1516,1622,2016-06-04,0,7,181,0
Antigen,1516,1623,2016-06-11,0,0,116,0
Antigen,1516,1624,2016-06-18,0,2,126,0
Antigen,1516,1625,2016-06-25,0,3,100,0
Antigen,1516,1626,2016-07-02,0,2,59,0
Antigen,1516,1526,2015-07-04,0,0,12,0
Antigen,1516,1527,2015-07-11,0,0,12,0
Antigen,1516,1528,2015-07-18,0,0,10,0
Antigen,1516,1529,2015-07-25,0,0,14,0
Antigen,1516,1530,2015-08-01,0,0,11,0
Antigen,1516,1531,2015-08-08,0,0,12,0
Antigen,1516,1532,2015-08-15,0,0,12,0
Antigen,1516,1533,2015-08-22,0,0,25,0
Antigen,1516,1534,2015-08-29,0,0,21,0
Antigen,1516,1535,2015-09-05,0,0,21,0
Antigen,1516,1536,2015-09-12,0,0,22,0
Antigen,1516,1537,2015-09-19,0,0,41,0
Antigen,1516,1538,2015-09-26,0,0,38,0
Antigen,1516,1539,2015-10-03,0,0,47,0
Antigen,1516,1540,2015-10-10,0,0,28,0
Antigen,1516,1541,2015-10-17,0,0,34,0
Antigen,1516,1542,2015-10-24,0,0,40,0
Antigen,1516,1543,2015-10-31,0,0,45,0
Antigen,1516,1544,2015-11-07,0,0,50,0
Antigen,1516,1545,2015-11-14,0,2,61,0
Antigen,1516,1546,2015-11-21,0,3,52,0
Antigen,1516,1547,2015-11-28,0,4,53,0
Antigen,1516,1548,2015-12-05,0,5,76,0
Antigen,1516,1549,2015-12-12,0,4,62,0
Antigen,1516,1550,2015-12-19,0,6,58,0
Antigen,1516,1551,2015-12-26,0,14,76,0
Antigen,1516,1552,2016-01-02,0,20,85,0
Antigen,1516,1601,2016-01-09,0,19,93,0
Antigen,1516,1602,2016-01-16,0,28,100,0
Antigen,1516,1603,2016-01-23,0,32,118,0
Antigen,1516,1604,2016-01-30,0,39,127,0
Antigen,1516,1605,2016-02-06,0,45,130,0
Antigen,1516,1606,2016-02-13,0,45,131,0
Antigen,1516,1607,2016-02-20,0,48,162,0
Antigen,1516,1608,2016-02-27,0,54,162,0
Antigen,1516,1609,2016-03-05,0,43,174,0
Antigen,1516,1610,2016-03-12,0,23,153,0
Antigen,1516,1611,2016-03-19,0,21,112,0
Antigen,1516,1612,2016-03-26,0,15,121,0
Antigen,1516,1613,2016-04-02,0,11,87,0
Antigen,1516,1614,2016-04-09,0,7,85,0
Antigen,1516,1615,2016-04-16,0,1,59,0
Antigen,1516,1616,2016-04-23,0,2,47,0
Antigen,1516,1617,2016-04-30,0,6,47,0
Antigen,1516,1618,2016-05-07,0,0,36,0
Antigen,1516,1619,2016-05-14,0,2,29,0
Antigen,1516,1620,2016-05-21,0,0,39,0
Antigen,1516,1621,2016-05-28,0,0,27,0
Antigen,1516,1622,2016-06-04,0,0,21,0
Antigen,1516,1623,2016-06-11,0,0,23,0
Antigen,1516,1624,2016-06-18,0,0,20,0
Antigen,1516,1625,2016-06-25,0,0,18,0
Antigen,1516,1626,2016-07-02,0,0,8,0
Antigen,1617,1627,2016-07-09,0,1,57,0
Antigen,1617,1628,2016-07-16,0,0,48,0
Antigen,1617,1629,2016-07-23,0,0,51,0
Antigen,1617,1630,2016-07-30,0,0,68,0
Antigen,1617,1631,2016-08-06,0,0,55,0
Antigen,1617,1632,2016-08-13,0,2,53,0
Antigen,1617,1633,2016-08-20,0,0,54,0
Antigen,1617,1634,2016-08-27,0,0,53,0
Antigen,1617,1635,2016-09-03,0,0,35,0
Antigen,1617,1636,2016-09-10,0,0,48,0
Antigen,1617,1637,2016-09-17,0,0,66,0
Antigen,1617,1638,2016-09-24,0,0,59,0
Antigen,1617,1639,2016-10-01,0,1,74,0
Antigen,1617,1640,2016-10-08,0,1,75,0
Antigen,1617,1641,2016-10-15,0,1,87,0
Antigen,1617,1642,2016-10-22,0,0,69,0
Antigen,1617,1643,2016-10-29,0,1,62,0
Antigen,1617,1644,2016-11-05,0,0,75,0
Antigen,1617,1645,2016-11-12,0,6,104,0
Antigen,1617,1646,2016-11-19,0,5,119,0
Antigen,1617,1647,2016-11-26,0,5,92,0
Antigen,1617,1648,2016-12-03,0,14,96,0
Antigen,1617,1649,2016-12-10,0,11,136,0
Antigen,1617,1650,2016-12-17,0,17,115,0
Antigen,1617,1651,2016-12-24,0,14,136,0
Antigen,1617,1652,2016-12-31,0,30,180,0
Antigen,1617,1701,2017-01-07,0,30,174,0
Antigen,1617,1702,2017-01-14,0,28,145,0
Antigen,1617,1703,2017-01-21,0,21,190,0
Antigen,1617,1704,2017-01-28,0,24,171,0
Antigen,1617,1705,2017-02-04,0,28,158,0
Antigen,1617,1706,2017-02-11,0,33,148,0
Antigen,1617,1707,2017-02-18,0,21,152,0
Antigen,1617,1708,2017-02-25,0,23,150,0
Antigen,1617,1709,2017-03-04,0,11,97,0
Antigen,1617,1710,2017-03-11,0,15,101,0
Antigen,1617,1711,2017-03-18,0,9,100,0
Antigen,1617,1712,2017-03-25,0,4,112,0
Antigen,1617,1713,2017-04-01,0,3,78,0
Antigen,1617,1714,2017-04-08,0,2,84,0
Antigen,1617,1715,2017-04-15,0,3,90,0
Antigen,1617,1716,2017-04-22,0,0,96,0
Antigen,1617,1717,2017-04-29,0,4,86,0
Antigen,1617,1718,2017-05-06,0,1,60,0
Antigen,1617,1719,2017-05-13,0,1,56,0
Antigen,1617,1720,2017-05-20,0,2,61,0
Antigen,1617,1721,2017-05-27,0,0,58,0
Antigen,1617,1722,2017-06-03,0,0,43,0
Antigen,1617,1723,2017-06-10,0,0,58,0
Antigen,1617,1724,2017-06-17,0,0,64,0
Antigen,1617,1725,2017-06-24,0,0,54,0
Antigen,1617,1726,2017-07-01,0,0,48,0
Antigen,1617,1627,2016-07-09,0,0,4,0
Antigen,1617,1628,2016-07-16,0,0,3,0
Antigen,1617,1629,2016-07-23,0,0,3,0
Antigen,1617,1630,2016-07-30,0,0,2,0
Antigen,1617,1631,2016-08-06,0,0,3,0
Antigen,1617,1632,2016-08-13,0,0,4,0
Antigen,1617,1633,2016-08-20,0,0,2,0
Antigen,1617,1634,2016-08-27,0,0,2,0
Antigen,1617,1635,2016-09-03,0,0,2,0
Antigen,1617,1636,2016-09-10,0,0,3,0
Antigen,1617,1637,2016-09-17,0,0,8,0
Antigen,1617,1638,2016-09-24,0,0,9,0
Antigen,1617,1639,2016-10-01,0,0,11,0
Antigen,1617,1640,2016-10-08,0,0,14,0
Antigen,1617,1641,2016-10-15,0,5,22,0
Antigen,1617,1642,2016-10-22,0,5,26,0
Antigen,1617,1643,2016-10-29,0,3,29,0
Antigen,1617,1644,2016-11-05,0,8,29,0
Antigen,1617,1645,2016-11-12,0,2,32,0
Antigen,1617,1646,2016-11-19,0,11,48,0
Antigen,1617,1647,2016-11-26,0,14,54,0
Antigen,1617,1648,2016-12-03,0,21,55,0
Antigen,1617,1649,2016-12-10,0,17,72,0
Antigen,1617,1650,2016-12-17,0,33,61,0
Antigen,1617,1651,2016-12-24,0,32,80,0
Antigen,1617,1652,2016-12-31,0,28,81,0
Antigen,1617,1701,2017-01-07,0,27,67,0
Antigen,1617,1702,2017-01-14,0,22,71,0
Antigen,1617,1703,2017-01-21,0,14,73,0
Antigen,1617,1704,2017-01-28,0,14,89,0
Antigen,1617,1705,2017-02-04,0,5,50,0
Antigen,1617,1706,2017-02-11,0,12,64,0
Antigen,1617,1707,2017-02-18,0,8,58,0
Antigen,1617,1708,2017-02-25,0,8,54,0
Antigen,1617,1709,2017-03-04,0,3,37,0
Antigen,1617,1710,2017-03-11,0,3,46,0
Antigen,1617,1711,2017-03-18,0,5,51,0
Antigen,1617,1712,2017-03-25,0,5,39,0
Antigen,1617,1713,2017-04-01,0,2,42,0
Antigen,1617,1714,2017-04-08,0,1,42,0
Antigen,1617,1715,2017-04-15,0,0,39,0
Antigen,1617,1716,2017-04-22,0,0,27,0
Antigen,1617,1717,2017-04-29,0,0,24,0
Antigen,1617,1718,2017-05-06,0,0,17,0
Antigen,1617,1719,2017-05-13,0,1,15,0
Antigen,1617,1720,2017-05-20,0,0,16,0
Antigen,1617,1721,2017-05-27,0,0,6,0
Antigen,1617,1722,2017-06-03,0,0,3,0
Antigen,1617,1723,2017-06-10,0,0,9,0
Antigen,1617,1724,2017-06-17,0,0,5,0
Antigen,1617,1725,2017-06-24,0,0,3,0
Antigen,1617,1726,2017-07-01,0,0,2,0
Antigen,1617,1627,2016-07-09,0,15,338,0
Antigen,1617,1628,2016-07-16,0,24,323,0
Antigen,1617,1629,2016-07-23,0,22,322,0
Antigen,1617,1630,2016-07-30,0,19,323,0
Antigen,1617,1631,2016-08-06,0,27,320,0
Antigen,1617,1632,2016-08-13,0,31,365,0
Antigen,1617,1633,2016-08-20,0,32,387,0
Antigen,1617,1634,2016-08-27,0,39,390,0
Antigen,1617,1635,2016-09-03,0,44,468,0
Antigen,1617,1636,2016-09-10,0,73,520,0
Antigen,1617,1637,2016-09-17,0,83,549,0
Antigen,1617,1638,2016-09-24,0,78,487,0
Antigen,1617,1639,2016-10-01,0,115,608,0
Antigen,1617,1640,2016-10-08,0,195,760,0
Antigen,1617,1641,2016-10-15,0,125,611,0
Antigen,1617,1642,2016-10-22,0,158,656,0
Antigen,1617,1643,2016-10-29,0,131,669,0
Antigen,1617,1644,2016-11-05,0,187,876,0
Antigen,1617,1645,2016-11-12,0,189,930,0
Antigen,1617,1646,2016-11-19,0,190,968,0
Antigen,1617,1647,2016-11-26,0,182,1000,0
Antigen,1617,1648,2016-12-03,0,201,1049,0
Antigen,1617,1649,2016-12-10,0,144,929,0
Antigen,1617,1650,2016-12-17,0,188,989,0
Antigen,1617,1651,2016-12-24,0,253,1156,0
Antigen,1617,1652,2016-12-31,0,258,1093,0
Antigen,1617,1701,2017-01-07,0,244,1083,0
Antigen,1617,1702,2017-01-14,0,136,814,0
Antigen,1617,1703,2017-01-21,0,167,1062,0
Antigen,1617,1704,2017-01-28,0,139,924,0
Antigen,1617,1705,2017-02-04,0,115,1048,0
Antigen,1617,1706,2017-02-11,0,124,1176,0
Antigen,1617,1707,2017-02-18,0,93,1074,0
Antigen,1617,1708,2017-02-25,0,85,929,0
Antigen,1617,1709,2017-03-04,0,77,926,0
Antigen,1617,1710,2017-03-11,0,56,925,0
Antigen,1617,1711,2017-03-18,0,69,885,0
Antigen,1617,1712,2017-03-25,0,42,850,0
Antigen,1617,1713,2017-04-01,0,33,735,0
Antigen,1617,1714,2017-04-08,0,37,820,0
Antigen,1617,1715,2017-04-15,0,44,756,0
Antigen,1617,1716,2017-04-22,0,37,724,0
Antigen,1617,1717,2017-04-29,0,21,644,0
Antigen,1617,1718,2017-05-06,0,18,550,0
Antigen,1617,1719,2017-05-13,0,28,666,0
Antigen,1617,1720,2017-05-20,0,18,569,0
Antigen,1617,1721,2017-05-27,0,17,637,0
Antigen,1617,1722,2017-06-03,0,35,565,0
Antigen,1617,1723,2017-06-10,0,20,547,0
Antigen,1617,1724,2017-06-17,0,38,489,0
Antigen,1617,1725,2017-06-24,0,31,430,0
Antigen,1617,1726,2017-07-01,0,45,471,0
Antigen,1617,1627,2016-07-09,0,1,63,0
Antigen,1617,1628,2016-07-16,0,4,79,0
